車種名,モデル,グレード,支払総額,年式,走行距離,修復歴,ミッション,排気量,取得日時,ソースURL
LS,情報なし,500h Fスポーツ 禁煙車/サンルーフ/デジタルインナーミラー,450.1万円,2017(H29),7.9万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:32.199985,https://www.carsensor.net/usedcar/index.html?STID=CS210610&AR=&BRDC=&CARC=LE_S005&NINTEI=&CSHOSHO=
LS,情報なし,500 バージョンL 純正ナビ 全方位カメラ ムーンルーフ BSM,465.6万円,2018(H30),6万km,なし,フロアMTモード付10AT,3400CC,2025-06-17T12:22:32.201026,https://www.carsensor.net/usedcar/index.html?STID=CS210610&AR=&BRDC=&CARC=LE_S005&NINTEI=&CSHOSHO=
LS,情報なし,500h Fスポーツ 純正メモリナビ 純正ETC 全方位カメラ,519.7万円,2018(H30),2.3万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:32.202065,https://www.carsensor.net/usedcar/index.html?STID=CS210610&AR=&BRDC=&CARC=LE_S005&NINTEI=&CSHOSHO=
LS,情報なし,500h 黒本革・パノラミックビュー・BSM,474.1万円,2018(H30),4.9万km,なし,フロアCVT,3500CC,2025-06-17T12:22:32.204151,https://www.carsensor.net/usedcar/index.html?STID=CS210610&AR=&BRDC=&CARC=LE_S005&NINTEI=&CSHOSHO=
LS,情報なし,500 Iパッケージ サンルーフ ドラレコ HUD パワートランク,511.6万円,2018(H30),1.3万km,なし,フロアMTモード付10AT,3500CC,2025-06-17T12:22:33.942219,https://www.carsensor.net/usedcar/bLE/s005/index2.html
LS,情報なし,460 バージョンC Iパッケージ 禁煙/全画面ナビ/サンルーフ/電動トランク,231.9万円,2017(H29),6.7万km,なし,フロアMTモード付8AT,4600CC,2025-06-17T12:22:33.943216,https://www.carsensor.net/usedcar/bLE/s005/index2.html
LS,情報なし,500 Fスポーツ 現行型 サンルーフ 3眼 マクレビサウンド,543万円,2021(R03),9.8万km,なし,フロアMTモード付10AT,3500CC,2025-06-17T12:22:33.944616,https://www.carsensor.net/usedcar/bLE/s005/index2.html
LS,情報なし,500h Fスポーツ ムーンルーフ マークレビンソン,589.9万円,2018(H30),1.7万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:33.946877,https://www.carsensor.net/usedcar/bLE/s005/index2.html
LS,情報なし,500h Iパッケージ ワンオーナー 純正ナビ 全周囲カメラ BT,409.8万円,2018(H30),6.9万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:33.947991,https://www.carsensor.net/usedcar/bLE/s005/index2.html
LS,情報なし,500h エグゼクティブ 4WD 禁煙/ワンオーナー/サンルーフ/20インチAW,630.7万円,2017(H29),3.1万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:33.948989,https://www.carsensor.net/usedcar/bLE/s005/index2.html
LS,情報なし,500h Fスポーツ 4WD サンルーフ/TRDフルエアロ/4本出しマフラー,519.8万円,2017(H29),5.3万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:33.950270,https://www.carsensor.net/usedcar/bLE/s005/index2.html
LS,情報なし,500h Iパッケージ 4WD SR マクレビ　Dインナ-ミラ-　20AW　寒冷地,449.1万円,2018(H30),8.1万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:33.951320,https://www.carsensor.net/usedcar/bLE/s005/index2.html
LS,情報なし,460 バージョンC Iパッケージ 衝突軽減 純正12型ナビ パワーシート ETC,139.8万円,2017(H29),11.1万km,なし,フロア8AT,4600CC,2025-06-17T12:22:33.952367,https://www.carsensor.net/usedcar/bLE/s005/index2.html
LS,情報なし,500h Fスポーツ 赤革シート マークレビンソンスピーカー,449.8万円,2018(H30),7.2万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:33.954483,https://www.carsensor.net/usedcar/bLE/s005/index2.html
LS,情報なし,500h Fスポーツ 4WD 後期　寒冷地　サンルーフ　橙色キャリパー,748万円,2023(R05),5.8万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:33.955530,https://www.carsensor.net/usedcar/bLE/s005/index2.html
LS,情報なし,500h Iパッケージ 3眼LED デジタルインナーミラー HUD,445万円,2018(H30),4.6万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:33.956579,https://www.carsensor.net/usedcar/bLE/s005/index2.html
LS,情報なし,460 バージョンC Iパッケージ サンルーフ 本革エアシート 100V電源,198万円,2015(H27),7.1万km,なし,フロアMTモード付8AT,4600CC,2025-06-17T12:22:33.957629,https://www.carsensor.net/usedcar/bLE/s005/index2.html
LS,情報なし,500 Fスポーツ 4WD パノラミックビュ-/サンルーフ/HUD,784.3万円,2022(R04),3.3万km,なし,フロア10AT,3500CC,2025-06-17T12:22:33.959173,https://www.carsensor.net/usedcar/bLE/s005/index2.html
LS,情報なし,500h エグゼクティブ 4WD ワンオーナー/サンルーフ/マークレビンソン,577.2万円,2017(H29),5.8万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:33.960682,https://www.carsensor.net/usedcar/bLE/s005/index2.html
LS,情報なし,460 バージョンC Iパッケージ 禁煙/全画面SDナビ/記録簿27枚/サンルーフ,181.7万円,2016(H28),7.6万km,あり,フロアMTモード付8AT,4600CC,2025-06-17T12:22:33.961730,https://www.carsensor.net/usedcar/bLE/s005/index2.html
LS,情報なし,500 Fスポーツ 純正ナビ 全方位カメラ サンルーフ ETC,469.8万円,2018(H30),7万km,なし,フロア10AT,3400CC,2025-06-17T12:22:33.964195,https://www.carsensor.net/usedcar/bLE/s005/index2.html
LS,情報なし,500h Iパッケージ ハイブリット車　サンルーフ　ワンオーナー,598万円,2019(H31),2万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:33.965314,https://www.carsensor.net/usedcar/bLE/s005/index2.html
LS,情報なし,460 バージョンC Iパッケージ 禁煙車/全画面SDナビ/サンルーフ/衝突軽減,242.7万円,2017(H29),4.3万km,あり,フロアMTモード付8AT,4600CC,2025-06-17T12:22:33.966362,https://www.carsensor.net/usedcar/bLE/s005/index2.html
LS,情報なし,500 Iパッケージ 純正ナビTV 黒革シート サンルーフ 禁煙車,445万円,2018(H30),4.7万km,なし,フロア10AT,3500CC,2025-06-17T12:22:33.967862,https://www.carsensor.net/usedcar/bLE/s005/index2.html
LS,情報なし,460L エグゼクティブパッケージ マークレビンソン　社外21インチ　後席M,241万円,2016(H28),9.9万km,なし,フロアMTモード付8AT,4600CC,2025-06-17T12:22:33.968914,https://www.carsensor.net/usedcar/bLE/s005/index2.html
LS,情報なし,500h Fスポーツ 禁煙/サンル-フ/全周囲カメラ/衝突軽減/BSM,527.4万円,2019(R01),4.6万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:33.970005,https://www.carsensor.net/usedcar/bLE/s005/index2.html
LS,情報なし,500h バージョンL 4WD 禁煙/サンルーフ/マークレビンソン/黒本革,464.2万円,2017(H29),8万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:33.971085,https://www.carsensor.net/usedcar/bLE/s005/index2.html
LS,情報なし,500h Fスポーツ 4WD サンルーフ　マークレビンソン　ナビTV,478万円,2017(H29),7.5万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:33.972136,https://www.carsensor.net/usedcar/bLE/s005/index2.html
LS,情報なし,500 Fスポーツ 後期 マンガンラスタ- フレアレッド,719万円,2020(R02),2.2万km,なし,フロアMTモード付10AT,3500CC,2025-06-17T12:22:33.974233,https://www.carsensor.net/usedcar/bLE/s005/index2.html
LS,情報なし,500h エグゼクティブ 4WD 禁煙車/サンルーフ/マークレビンソン/BSM,549.8万円,2018(H30),7.7万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:33.975299,https://www.carsensor.net/usedcar/bLE/s005/index2.html
LS,情報なし,500h エグゼクティブ 4WD マークレビンソン　白本革　ナビTV,538万円,2017(H29),6.7万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:33.976346,https://www.carsensor.net/usedcar/bLE/s005/index2.html
LS,情報なし,500 Iパッケージ サンルーフ デジタルインナーミラー 黒革,489.1万円,2018(H30),2.4万km,なし,フロアMTモード付10AT,3500CC,2025-06-17T12:22:33.977400,https://www.carsensor.net/usedcar/bLE/s005/index2.html
LS,情報なし,500h バージョンL 4WD サンルーフ　セーフティ+　黒革　ナビTV,538万円,2017(H29),4.3万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:33.978952,https://www.carsensor.net/usedcar/bLE/s005/index2.html
LS,情報なし,500h エグゼクティブ 4WD アドバンストパーク　リヤエンタ　マクレビ,10019.6万円,2023(R05),2.8万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:33.980093,https://www.carsensor.net/usedcar/bLE/s005/index2.html
LS,情報なし,500h Fスポーツ 4WD マクレビ/衝突軽減/HUD/BSM/ETC,499.9万円,2018(H30),7.7万km,なし,フロアCVT,3500CC,2025-06-17T12:22:35.683240,https://www.carsensor.net/usedcar/bLE/s005/index3.html
LS,情報なし,500h エグゼクティブ 衝突軽減/全周囲カメラ/コーナーセンサー,459.9万円,2019(R01),10.3万km,なし,フロアCVT,3500CC,2025-06-17T12:22:35.684266,https://www.carsensor.net/usedcar/bLE/s005/index3.html
LS,情報なし,460 Fスポーツ サンルーフ/3眼LED/BSM/点検整備記録簿10枚,197.7万円,2013(H25),8.4万km,なし,フロアMTモード付8AT,4600CC,2025-06-17T12:22:35.685325,https://www.carsensor.net/usedcar/bLE/s005/index3.html
LS,情報なし,460 バージョンC Iパッケージ サンルーフ/マークレビンソン/三眼LED/BSM,169.1万円,2012(H24),8.2万km,なし,フロアMTモード付8AT,4600CC,2025-06-17T12:22:35.686375,https://www.carsensor.net/usedcar/bLE/s005/index3.html
LS,情報なし,500h バージョンL サンルーフ 茶革シート リアマルチパネル,499.8万円,2018(H30),7.4万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:35.688551,https://www.carsensor.net/usedcar/bLE/s005/index3.html
LS,情報なし,500 バージョンL 黒本革・パノラミックビュ・デジタルインナ,533.3万円,2020(R02),4.8万km,なし,フロア10AT,3500CC,2025-06-17T12:22:35.689689,https://www.carsensor.net/usedcar/bLE/s005/index3.html
LS,情報なし,500h バージョンL マークレビンソン 白レザー OP20AW 禁煙車,734.5万円,2021(R03),2.4万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:35.690737,https://www.carsensor.net/usedcar/bLE/s005/index3.html
LS,情報なし,500h バージョンL 4WD ワンオーナー/記録簿13枚/サンルーフ/BSM,419.8万円,2018(H30),10万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:35.691785,https://www.carsensor.net/usedcar/bLE/s005/index3.html
LS,情報なし,500h エグゼクティブ サンルーフ/整備記録簿12枚/20インチAW,610万円,2017(H29),4.2万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:35.693884,https://www.carsensor.net/usedcar/bLE/s005/index3.html
LS,情報なし,500h エグゼクティブ 4WD 禁煙/サンルーフ/記録簿10枚/WALDカスタム,597.8万円,2017(H29),6.2万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:35.695091,https://www.carsensor.net/usedcar/bLE/s005/index3.html
LS,情報なし,500h バージョンL 4WD サンルーフ　マークレビンソン　20インチ,538万円,2017(H29),4.7万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:35.696140,https://www.carsensor.net/usedcar/bLE/s005/index3.html
LS,情報なし,460 バージョンC Iパッケージ サンルーフ 本革エアシート 100V電源,269万円,2014(H26),3.6万km,なし,フロアMTモード付8AT,4600CC,2025-06-17T12:22:35.697191,https://www.carsensor.net/usedcar/bLE/s005/index3.html
LS,情報なし,500 Iパッケージ モデリスタエアロ オプション20インチ 黒革,369.9万円,2018(H30),10万km,なし,フロアMTモード付10AT,3500CC,2025-06-17T12:22:35.698743,https://www.carsensor.net/usedcar/bLE/s005/index3.html
LS,情報なし,460 Fスポーツ TRDエアロ マークレビンソン ムーンルーフ,269.9万円,2016(H28),7.5万km,なし,フロアMTモード付8AT,4600CC,2025-06-17T12:22:35.699771,https://www.carsensor.net/usedcar/bLE/s005/index3.html
LS,情報なし,500h バージョンL 4WD ナビ 全方位 革席 温冷席  BSM HUD,479.8万円,2017(H29),6.7万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:35.700819,https://www.carsensor.net/usedcar/bLE/s005/index3.html
LS,情報なし,500h Fスポーツ 4WD 禁煙/サンル-フ/モデリスタフルエアロ/20AW,519.8万円,2017(H29),6.7万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:35.701866,https://www.carsensor.net/usedcar/bLE/s005/index3.html
LS,情報なし,500h Iパッケージ 4WD ムーンルーフ デジタルミラー 12インチ ETC,492.8万円,2017(H29),5.7万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:35.703960,https://www.carsensor.net/usedcar/bLE/s005/index3.html
LS,情報なし,500 バージョンL 4WD OP20AW モデリスタ TRD SR 寒冷地 Dインナ-,746.2万円,2021(R03),5.8万km,なし,フロアMTモード付10AT,3500CC,2025-06-17T12:22:35.705008,https://www.carsensor.net/usedcar/bLE/s005/index3.html
LS,情報なし,500h Fスポーツ 禁煙/サンルーフ/モデリスタ/整備記録簿9枚,509.8万円,2018(H30),6.9万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:35.706055,https://www.carsensor.net/usedcar/bLE/s005/index3.html
LS,情報なし,500h エグゼクティブ マクレビ/衝突軽減/全周囲カメラ/HUD/BSM,459.9万円,2018(H30),10.1万km,なし,フロアCVT,3500CC,2025-06-17T12:22:35.707105,https://www.carsensor.net/usedcar/bLE/s005/index3.html
LS,情報なし,500 Fスポーツ SR　マクレビ　セーフティシステム+A,850.3万円,2021(R03),0.9万km,なし,フロアMTモード付10AT,3500CC,2025-06-17T12:22:35.708658,https://www.carsensor.net/usedcar/bLE/s005/index3.html
LS,情報なし,500 Fスポーツ TRDエアロ　TRDマフラー　WORKアルミ,648.8万円,2020(R02),1.8万km,なし,フロアMTモード付10AT,3500CC,2025-06-17T12:22:35.709832,https://www.carsensor.net/usedcar/bLE/s005/index3.html
LS,情報なし,460 バージョンC Iパッケージ 禁煙/全画面SDナビ/サンルーフ/オットマン,196.6万円,2016(H28),9.7万km,なし,フロアMTモード付8AT,4600CC,2025-06-17T12:22:35.712105,https://www.carsensor.net/usedcar/bLE/s005/index3.html
LS,情報なし,500h Iパッケージ 3眼LED デジタルインナーミラー 本革シート,329万円,2018(H30),11.3万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:35.713152,https://www.carsensor.net/usedcar/bLE/s005/index3.html
LS,情報なし,460 Fスポーツ 禁煙/記録簿15枚/全画面SDナビ/サンルーフ,181.5万円,2016(H28),11.8万km,なし,フロアMTモード付8AT,4600CC,2025-06-17T12:22:35.714199,https://www.carsensor.net/usedcar/bLE/s005/index3.html
LS,情報なし,460 Fスポーツ マークレビンソン ムーンルーフ プリクラ,269.9万円,2014(H26),4.5万km,なし,フロアMTモード付8AT,4600CC,2025-06-17T12:22:35.715249,https://www.carsensor.net/usedcar/bLE/s005/index3.html
LS,情報なし,460 バージョンC Iパッケージ 3眼LED 本革エアシート バックカメラ,143万円,2013(H25),11.1万km,なし,フロアMTモード付8AT,4600CC,2025-06-17T12:22:35.716296,https://www.carsensor.net/usedcar/bLE/s005/index3.html
LS,情報なし,500 Fスポーツ 全周囲カメラ サンルーフ クルコン HUD BSM,789.8万円,2021(R03),2.2万km,なし,フロアMTモード付10AT,3400CC,2025-06-17T12:22:35.718567,https://www.carsensor.net/usedcar/bLE/s005/index3.html
LS,情報なし,500h Iパッケージ 禁煙/新品21AWタイヤ/ウェザリアフルエアロ,389.8万円,2018(H30),9.9万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:35.719122,https://www.carsensor.net/usedcar/bLE/s005/index3.html
LS,情報なし,500h Fスポーツ サンルーフ モデリスタエアロ21インチ TRD,954.2万円,2021(R03),0.9万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:35.720375,https://www.carsensor.net/usedcar/bLE/s005/index3.html
LS,情報なし,500h エグゼクティブ 4WD マクレビ/サンルーフ/衝突軽減/HUD/BSM/ETC,589.9万円,2017(H29),6.5万km,なし,フロアCVT,3500CC,2025-06-17T12:22:37.367265,https://www.carsensor.net/usedcar/bLE/s005/index4.html
LS,情報なし,500h エグゼクティブ 全方位M　Dレコ　サンルーフ　黒革S　禁煙,569万円,2019(H31),7.5万km,なし,フロアCVT,3500CC,2025-06-17T12:22:37.368771,https://www.carsensor.net/usedcar/bLE/s005/index4.html
LS,情報なし,460 Fスポーツ 禁煙/サンルーフ/マークレビンソン/3眼LED,296.5万円,2015(H27),4.9万km,なし,フロアMTモード付8AT,4600CC,2025-06-17T12:22:37.370076,https://www.carsensor.net/usedcar/bLE/s005/index4.html
LS,情報なし,460 バージョンC Iパッケージ メーカーナビ サンルーフ 黒革シート BSM,254.9万円,2015(H27),6.1万km,なし,フロア8AT,4600CC,2025-06-17T12:22:37.371107,https://www.carsensor.net/usedcar/bLE/s005/index4.html
LS,情報なし,500h Fスポーツ 4WD マクレビ ムーンルーフ,564.9万円,2017(H29),5.4万km,なし,フロアCVT,3500CC,2025-06-17T12:22:37.372156,https://www.carsensor.net/usedcar/bLE/s005/index4.html
LS,情報なし,500 エグゼクティブ リアエンターテイメント/19inAW/フルセグ,450.2万円,2018(H30),9.8万km,なし,フロアMTモード付10AT,3500CC,2025-06-17T12:22:37.373358,https://www.carsensor.net/usedcar/bLE/s005/index4.html
LS,情報なし,500h Fスポーツ マークレビンソン　SR　TRD(F.S.R),479万円,2018(H30),9万km,なし,フロアCVT,3500CC,2025-06-17T12:22:37.375493,https://www.carsensor.net/usedcar/bLE/s005/index4.html
LS,情報なし,460 Fスポーツ 禁煙車/サンルーフ/点検記録簿12枚/LKA/BSM,252.2万円,2013(H25),4.9万km,なし,フロアMTモード付8AT,4600CC,2025-06-17T12:22:37.376540,https://www.carsensor.net/usedcar/bLE/s005/index4.html
LS,情報なし,460 Fスポーツ 後期 マークレビンソン ムーンルーフ,169.9万円,2013(H25),9.7万km,なし,フロアMTモード付8AT,4600CC,2025-06-17T12:22:37.377587,https://www.carsensor.net/usedcar/bLE/s005/index4.html
LS,情報なし,500h エグゼクティブ 4WD レクサスチームメイト　マクレビリヤエンタ,613.5万円,2022(R04),9.8万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:37.379135,https://www.carsensor.net/usedcar/bLE/s005/index4.html
LS,情報なし,460 バージョンC Iパッケージ ムーンルーフ 茶革シート バックカメラ ETC,177.9万円,2013(H25),8.4万km,なし,フロア8AT,4600CC,2025-06-17T12:22:37.380145,https://www.carsensor.net/usedcar/bLE/s005/index4.html
LS,情報なし,500 Iパッケージ ムーンルーフ デジタルインナーミラー,469.9万円,2019(H31),5.6万km,なし,フロア10AT,3500CC,2025-06-17T12:22:37.381245,https://www.carsensor.net/usedcar/bLE/s005/index4.html
LS,情報なし,500h Fスポーツ ワンオーナー/サンルーフ/TRDエアロ/黒本革,440.4万円,2018(H30),12.7万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:37.383313,https://www.carsensor.net/usedcar/bLE/s005/index4.html
LS,情報なし,500h Fスポーツ 禁煙/サンル-フ/TRDエアロ/赤本革/衝突軽減,474.4万円,2017(H29),9.8万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:37.384813,https://www.carsensor.net/usedcar/bLE/s005/index4.html
